기준시간,개표율,개표수,윤석열_득표율,윤석열_득표수,이재명_득표율,이재명_득표수,표차
2022-03-10 03:41:00,96.73,32956495,48.58,15866464,47.81,15617157,249307
2022-03-10 03:42:00,96.73,32958458,48.58,15867791,47.81,15617713,250078
2022-03-10 03:42:00,96.74,32960293,48.58,15868615,47.81,15618643,249972
2022-03-10 03:43:00,96.89,33013312,48.58,15894190,47.81,15643137,251053
2022-03-10 03:43:00,96.94,33029523,48.58,15901695,47.81,15651364,250331
2022-03-10 03:44:00,96.95,33032284,48.58,15902554,47.81,15653109,249445
2022-03-10 03:44:00,96.97,33037469,48.58,15905039,47.81,15655473,249566
2022-03-10 03:45:00,97.04,33063175,48.58,15917959,47.81,15667019,250940
2022-03-10 03:45:00,97.06,33068672,48.58,15920484,47.81,15669714,250770
2022-03-10 03:46:00,97.06,33069566,48.58,15920854,47.81,15670082,250772
2022-03-10 03:47:00,97.25,33135935,48.57,15949830,47.82,15704202,245628
2022-03-10 03:47:00,97.27,33140393,48.57,15951845,47.82,15706412,245433
2022-03-10 03:48:00,97.27,33140392,48.57,15951845,47.82,15706412,245433
2022-03-10 03:49:00,97.27,33141905,48.57,15953017,47.82,15706703,246314
2022-03-10 03:49:00,97.28,33143447,48.57,15953998,47.82,15707215,246783
2022-03-10 03:50:00,97.67,33279178,48.59,16027679,47.79,15762420,265259
2022-03-10 03:50:00,97.77,33312577,48.59,16041588,47.8,15780255,261333
2022-03-10 03:51:00,97.78,33314069,48.59,16042457,47.8,15780786,261671
2022-03-10 03:52:00,97.83,33332505,48.58,16049357,47.8,15791776,257581
2022-03-10 03:52:00,97.84,33334243,48.58,16050698,47.8,15792104,258594
2022-03-10 03:52:00,97.94,33368292,48.58,16066656,47.8,15808558,258098
2022-03-10 03:53:00,97.94,33370439,48.58,16068141,47.8,15809126,259015
2022-03-10 03:54:00,97.94,33370441,48.58,16068142,47.8,15809127,259015
2022-03-10 03:54:00,97.95,33374554,48.58,16070310,47.8,15810883,259427
2022-03-10 03:56:00,97.97,33379719,48.59,16073461,47.8,15812692,260769
2022-03-10 03:57:00,97.97,33381054,48.59,16074346,47.8,15813091,261255
2022-03-10 03:58:00,97.98,33382958,48.59,16075656,47.8,15813617,262039
2022-03-10 03:58:00,97.99,33385934,48.59,16077430,47.8,15814695,262735
2022-03-10 03:59:00,97.99,33386925,48.59,16077818,47.8,15815220,262598
2022-03-10 04:00:00,98.02,33397975,48.59,16084199,47.79,15819577,264622
2022-03-10 04:00:00,98.13,33432563,48.59,16099594,47.8,15836910,262684
2022-03-10 04:01:00,98.13,33434073,48.59,16100724,47.79,15837228,263496
2022-03-10 04:01:00,98.14,33437766,48.59,16102992,47.79,15838500,264492
2022-03-10 04:03:00,98.15,33440227,48.59,16103984,47.79,15839779,264205
2022-03-10 04:07:00,98.15,33441649,48.59,16104570,47.79,15840534,264036
2022-03-10 04:08:00,98.16,33443091,48.59,16105100,47.79,15841371,263729
2022-03-10 04:10:00,98.2,33459566,48.59,16111875,47.8,15850227,261648
2022-03-10 04:10:00,98.32,33498975,48.58,16130199,47.8,15869282,260917
2022-03-10 04:11:00,98.33,33501096,48.58,16131035,47.8,15870444,260591
2022-03-10 04:13:00,98.34,33506123,48.58,16132976,47.8,15873332,259644
2022-03-10 04:15:00,98.34,33507311,48.58,16133693,47.8,15873740,259953
2022-03-10 04:15:00,98.34,33507319,48.58,16133698,47.8,15873742,259956
2022-03-10 04:16:00,98.44,33540234,48.58,16148980,47.8,15889826,259154
2022-03-10 04:20:00,98.54,33573779,48.6,16172994,47.78,15897987,275007
2022-03-10 04:21:00,98.54,33575224,48.6,16173610,47.78,15898745,274865
2022-03-10 04:22:00,98.57,33582488,48.6,16176560,47.78,15902841,273719
2022-03-10 04:23:00,98.57,33583801,48.6,16177161,47.78,15903479,273682
2022-03-10 04:23:00,98.58,33587988,48.6,16179156,47.78,15905520,273636
2022-03-10 04:25:00,98.67,33617159,48.6,16193656,47.78,15918324,275332
2022-03-10 04:25:00,98.67,33617160,48.6,16193656,47.78,15918325,275331
2022-03-10 04:26:00,98.76,33647240,48.6,16208074,47.78,15932924,275150
2022-03-10 04:26:00,98.76,33649187,48.61,16209710,47.78,15933196,276514
2022-03-10 04:27:00,98.94,33709043,48.6,16237108,47.78,15962942,274166
2022-03-10 04:27:00,98.94,33709046,48.6,16237110,47.78,15962943,274167
2022-03-10 04:29:00,98.94,33709048,48.6,16237110,47.78,15962945,274165
2022-03-10 04:30:00,98.96,33716951,48.61,16242935,47.78,15964764,278171
2022-03-10 04:32:00,99.03,33740426,48.6,16252304,47.78,15978153,274151
2022-03-10 04:32:00,99.03,33740429,48.6,16252306,47.78,15978154,274152
2022-03-10 04:34:00,99.03,33740425,48.6,16252306,47.78,15978150,274156
2022-03-10 04:35:00,99.14,33778613,48.59,16267963,47.79,15998739,269224
2022-03-10 04:35:00,99.14,33778617,48.59,16267965,47.79,15998741,269224
2022-03-10 04:37:00,99.21,33802198,48.59,16278145,47.79,16011124,267021
2022-03-10 04:37:00,99.22,33805912,48.59,16279874,47.79,16012749,267125
2022-03-10 04:39:00,99.22,33805914,48.59,16279874,47.79,16012751,267123
2022-03-10 04:41:00,99.24,33812597,48.59,16283070,47.79,16015852,267218
2022-03-10 04:41:00,99.24,33812746,48.59,16283116,47.79,16015963,267153
2022-03-10 04:45:00,99.25,33815023,48.59,16283116,47.79,16015964,267152
2022-03-10 04:51:00,99.26,33819197,48.59,16285862,47.79,16018906,266956
2022-03-10 04:59:00,99.36,33852298,48.58,16299461,47.8,16037078,262383
2022-03-10 04:59:00,99.46,33886851,48.59,16318977,47.79,16050818,268159
2022-03-10 05:01:00,99.49,33896611,48.59,16322937,47.79,16056167,266770
2022-03-10 05:02:00,99.49,33896616,48.59,16322941,47.79,16056167,266774
2022-03-10 05:05:00,99.49,33896631,48.59,16322946,47.79,16056176,266770
2022-03-10 05:05:00,99.49,33896997,48.59,16323163,47.79,16056283,266880
2022-03-10 05:11:00,99.49,33897001,48.59,16323166,47.79,16056283,266883
2022-03-10 05:18:00,99.64,33947650,48.58,16343547,47.81,16083958,259589
2022-03-10 05:21:00,99.64,33947653,48.58,16343548,47.81,16083960,259588
2022-03-10 05:23:00,99.79,33998947,48.57,16365562,47.81,16110945,254617
2022-03-10 05:44:00,99.79,34000701,48.57,16366380,47.81,16111810,254570
2022-03-10 05:45:00,99.88,34031733,48.56,16379143,47.82,16129128,250015
2022-03-10 05:48:00,99.89,34033465,48.56,16379983,47.82,16129960,250023
2022-03-10 05:49:00,99.89,34033477,48.56,16379990,47.82,16129964,250026
2022-03-10 05:52:00,99.9,34037126,48.56,16382124,47.82,16131312,250812
2022-03-10 06:02:00,99.99,34067853,48.56,16394815,47.83,16147738,247077
